Site ID,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Old site ID (legacy),Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
ML1366,Grand Union Canal (Abbey Road),Brent,03 Outer,05 Motor vehicle-free,1366,OUTCY372,519658.5,183211.47,51.535131,-0.27619652
ML1367,Alexandra Park,Haringey,03 Outer,05 Motor vehicle-free,1367,OUTCY373,530200.4807,190297.8871,51.596479,-0.12166644
ML1368,Harrow Weald Recreation Ground,Harrow,03 Outer,05 Motor vehicle-free,1368,OUTCY374,514661.2202,190976.8027,51.605956,-0.34567756
ML1369,North Way,Hillingdon,03 Outer,05 Motor vehicle-free,1369,OUTCY375,506511.6122,184531.7976,51.549627,-0.46526972
ML1370,Belmont Trail,Harrow,03 Outer,05 Motor vehicle-free,1370,OUTCY376,516497.1315,190552.8941,51.601769,-0.31931839
ML1371,Hilly Fields Park,Enfield,03 Outer,05 Motor vehicle-free,1371,OUTCY377,532298.6509,198323.8097,51.668115,-0.088365079
ML1372,Grand Union Canal (Alperton),Brent,03 Outer,05 Motor vehicle-free,1372,OUTCY378,517688.691,183655.509,51.539536,-0.30443768
ML1373,Summerhouse Lane,Hillingdon,03 Outer,05 Motor vehicle-free,1373,OUTCY379,504212.2872,191773.4547,51.615148,-0.49626694
ML1374,Tokyngton Recreation Ground,Brent,03 Outer,05 Motor vehicle-free,1374,OUTCY380,520031.8798,184756.2433,51.548938,-0.27029493
ML1375,Widewater Lock,Hillingdon,03 Outer,05 Motor vehicle-free,1375,OUTCY381,504966.9165,188723.2278,51.587595,-0.48629281
ML1376,Newton Farm Ecology Park,Harrow,03 Outer,05 Motor vehicle-free,1376,OUTCY382,513467.8218,186874.1671,51.56933,-0.36423607
ML1377,Dollis Brook Walk,Barnet,03 Outer,05 Motor vehicle-free,1377,OUTCY383,524181.413,195225.3866,51.642125,-0.2067724
ML1378,Rectory Park,Ealing,03 Outer,05 Motor vehicle-free,1378,OUTCY384,512537.614,183188.3121,51.536388,-0.37882692
ML1379,Perivale Park,Ealing,03 Outer,05 Motor vehicle-free,1379,OUTCY385,514713.7082,182314.9122,51.528095,-0.34775152
ML1380,Jim O'Neill Walk,Hillingdon,03 Outer,05 Motor vehicle-free,1380,OUTCY386,510674.0241,186148.9547,51.56336,-0.40474623
ML1381,Park Road,Redbridge,03 Outer,05 Motor vehicle-free,1381,OUTCY387,540993.678,187133.3529,51.565453,0.032783915
ML1382,Organ Lane,Waltham Forest,03 Outer,05 Motor vehicle-free,1382,OUTCY388,538281.8444,193764.2048,51.625709,-0.003706616
ML1383,Raphael Park,Havering,03 Outer,05 Motor vehicle-free,1383,OUTCY389,551961.687,189571.8049,51.584512,0.19195858
ML1384,River Lee Ponders End,Enfield,03 Outer,05 Motor vehicle-free,1384,OUTCY390,536397.6088,195395.4679,51.640825,-0.030271707
ML1385,Greenway (Manor Road),Newham,03 Outer,05 Motor vehicle-free,1385,OUTCY391,539342.506,183145.295,51.530028,0.007401872
ML1386,Parsloes Park,Barking & Dagenham,03 Outer,05 Motor vehicle-free,1386,OUTCY392,548180.2134,185293.2496,51.54708,0.13562414
ML1387,Ferry Lane towpath,Haringey,03 Outer,05 Motor vehicle-free,1387,OUTCY393,534712.6481,189423.6673,51.587566,-0.056900445
ML1388,Dagnam Park,Havering,03 Outer,05 Motor vehicle-free,1388,OUTCY394,555087.1258,192859.1539,51.613202,0.23849395
ML1389,Lloyd Park,Waltham Forest,03 Outer,05 Motor vehicle-free,1389,OUTCY395,537130.8833,190480.7147,51.596481,-0.021607453
ML1390,Thames Path (Rainham),Havering,03 Outer,05 Motor vehicle-free,1390,OUTCY396,551625.87,179971.83,51.498348,0.18298044
ML1391,Thames Path (Thamesmead),Greenwich,03 Outer,05 Motor vehicle-free,1391,OUTCY397,546653.442,181110.087,51.509893,0.11187812
ML1392,Albany Park,Enfield,03 Outer,05 Motor vehicle-free,1392,OUTCY398,536311.1181,198433.5782,51.668145,-0.03033049
ML1393,Epping Forest,Waltham Forest,03 Outer,05 Motor vehicle-free,1393,OUTCY399,539376.1784,194788.5216,51.634641,0.012509173
ML1394,Central Park,Barking & Dagenham,03 Outer,05 Motor vehicle-free,1394,OUTCY401,550416.7274,187122.9359,51.562922,0.16862817
ML1395,River Lee Ordnance Road,Enfield,03 Outer,05 Motor vehicle-free,1395,OUTCY402,537168.6127,198734.5921,51.670641,-0.017828093
ML1396,Excel Marina,Newham,03 Outer,05 Motor vehicle-free,1396,OUTCY403,540484.0837,180652.2781,51.507343,0.022861382
ML1397,Poplar Place cycle path,Greenwich,03 Outer,05 Motor vehicle-free,1397,OUTCY404,547300.9601,180341.557,51.502815,0.12087363
ML1398,Durants Park,Enfield,03 Outer,05 Motor vehicle-free,1398,OUTCY405,535999.2652,196640.2416,51.652109,-0.035536143
ML1399,Lordship Recreation Ground,Haringey,03 Outer,05 Motor vehicle-free,1399,OUTCY406,532697.0605,189911.4777,51.592429,-0.085783941
ML1400,Mayesbrook Park,Barking & Dagenham,03 Outer,05 Motor vehicle-free,1400,OUTCY407,546038.4763,184538.9455,51.540854,0.10444225
ML1401,Valentines Park,Redbridge,03 Outer,05 Motor vehicle-free,1401,OUTCY408,544001.3855,187835.7018,51.571002,0.076438945
ML1402,Roding River path (Barking),Barking & Dagenham,03 Outer,05 Motor vehicle-free,1402,OUTCY409,543735.4823,183998.8501,51.536592,0.071036716
ML1403,Alders Brook,Newham,03 Outer,05 Motor vehicle-free,1403,OUTCY410,542886.8182,186136.9481,51.556019,0.059671479
ML1404,Southborough Lane,Bromley,03 Outer,05 Motor vehicle-free,1404,OUTCY411,542222.1921,167607.0322,51.389689,0.042648839
ML1405,Chinbrook Meadows,Bromley,03 Outer,05 Motor vehicle-free,1405,OUTCY412,541104.9368,171604.8379,51.425885,0.028180372
ML1406,Crane Street,Greenwich,03 Outer,05 Motor vehicle-free,1406,OUTCY413,538714.4215,178085.1229,51.484713,-0.003634206
ML1407,Bexley Park Wood,Bexley,03 Outer,05 Motor vehicle-free,1407,OUTCY414,548466.9601,173875.3679,51.444411,0.13494602
ML1408,Harrington Road,Croydon,03 Outer,05 Motor vehicle-free,1408,OUTCY415,535039.8369,168471.5548,51.399207,-0.060192727
ML1409,Woolwich Common,Greenwich,03 Outer,05 Motor vehicle-free,1409,OUTCY416,542488.8291,177232.427,51.476111,0.050338154
ML1410,Yew Tree Way,Croydon,03 Outer,05 Motor vehicle-free,1410,OUTCY417,536449.2476,162446.9193,51.344726,-0.042247567
ML1411,Thames Path (Erith),Bexley,03 Outer,05 Motor vehicle-free,1411,OUTCY418,551558.2314,178128.7804,51.481806,0.18122536
ML1412,Thames Path (Greenwich Yacht Club),Greenwich,03 Outer,05 Motor vehicle-free,1412,OUTCY419,540197.56,179209.841,51.494448,0.018155772
ML1413,Ashburton Playing Fields,Croydon,03 Outer,05 Motor vehicle-free,1413,OUTCY420,535554.0566,166708.1295,51.383241,-0.053466695
ML1414,Ladywell Fields,Lewisham,03 Outer,05 Motor vehicle-free,1414,OUTCY421,537785.3845,174899.8947,51.45631,-0.018246081
ML1415,Duke Humphrey Road,Lewisham,03 Outer,05 Motor vehicle-free,1415,OUTCY422,539303.828,176674.907,51.471889,0.004287051
ML1416,Maylands Drive,Bexley,03 Outer,05 Motor vehicle-free,1416,OUTCY423,547594.0143,172112.3126,51.428798,0.12167351
ML1417,Parsonage Manorway cycle path,Bexley,03 Outer,05 Motor vehicle-free,1417,OUTCY424,549479.8741,177621.7855,51.477804,0.15109373
ML1418,Cator Park,Bromley,03 Outer,05 Motor vehicle-free,1418,OUTCY425,536435.9896,170406.8408,51.416261,-0.039394005
ML1419,Thames Path (Twickenham Bridge),Richmond upon Thames,03 Outer,05 Motor vehicle-free,1419,OUTCY426,517307,174835,51.460349,-0.31286091
ML1420,Grand Union Canal (Hayes & Harlington),Hillingdon,03 Outer,05 Motor vehicle-free,1420,OUTCY427,509969.137,179490.991,51.503656,-0.41698995
ML1421,River Crane path (Whitton),Richmond upon Thames,03 Outer,05 Motor vehicle-free,1421,OUTCY428,514643.2954,173223.7645,51.446401,-0.35170914
ML1422,Church Fields Recreation Ground,Kingston upon Thames,03 Outer,05 Motor vehicle-free,1422,OUTCY429,518540.2906,163582.8542,51.35895,-0.29887661
ML1423,Brent river path (Trumpers Way),Ealing,03 Outer,05 Motor vehicle-free,1423,OUTCY430,515460.2243,179254.5882,51.500441,-0.33798928
ML1424,Thames Path (Mortlake),Richmond upon Thames,03 Outer,05 Motor vehicle-free,1424,OUTCY431,520433.3648,176105.2197,51.471103,-0.26745206
ML1425,Whatley Avenue,Merton,03 Outer,05 Motor vehicle-free,1425,OUTCY432,523813.8152,168773.7983,51.40448,-0.22137472
ML1426,Hanworth Park,Hounslow,03 Outer,05 Motor vehicle-free,1426,OUTCY433,511937.5137,172399.2205,51.439536,-0.39089134
ML1427,Grand Union Canal (Trout Road),Hillingdon,03 Outer,05 Motor vehicle-free,1427,OUTCY434,505805.4227,180482.3967,51.513366,-0.47666311
ML1428,Brent Valley,Ealing,03 Outer,05 Motor vehicle-free,1428,OUTCY435,514301.0759,181422.7175,51.520161,-0.35397715
ML1429,Wandle Way (Windsor Avenue),Merton,03 Outer,05 Motor vehicle-free,1429,OUTCY436,526365.3895,169599.262,51.411341,-0.18441113
ML1430,Bridle Path,Sutton,03 Outer,05 Motor vehicle-free,1430,OUTCY437,530642.7705,165126.8522,51.370174,-0.12459226
ML1431,Morden Hall Park,Merton,03 Outer,05 Motor vehicle-free,1431,OUTCY438,526424.8034,168379.4311,51.400363,-0.18399765
ML1432,The Chase,Merton,03 Outer,05 Motor vehicle-free,1432,OUTCY439,524087.0812,169495.1018,51.410909,-0.21718522
ML1433,Little Benty footbridge,Hillingdon,03 Outer,05 Motor vehicle-free,1433,OUTCY440,505928.373,178458.9159,51.495151,-0.47549846
ML1434,Bedfont Road (MVF),Hounslow,03 Outer,05 Motor vehicle-free,1434,OUTCY441,508495.514,173047.8048,51.446029,-0.44019482
ML1435,Collingwood Road Recreation Ground,Sutton,03 Outer,05 Motor vehicle-free,1435,OUTCY442,525312.0005,164804.8044,51.368481,-0.20123475
ML1436,Walpole Park,Ealing,03 Outer,05 Motor vehicle-free,1436,OUTCY443,517362.4176,180016.91,51.506898,-0.31034707
ML1437,Grand Union Canal (Norwood Road),Ealing,03 Outer,05 Motor vehicle-free,1437,OUTCY444,512874.4825,178888.6929,51.497673,-0.3753458
ML1438,Green Lane,Merton,03 Outer,05 Motor vehicle-free,1438,OUTCY445,523442.7297,167091.0999,51.389444,-0.22729018
ML1439,Stockley Country Park,Hillingdon,03 Outer,05 Motor vehicle-free,1439,OUTCY446,507193.3633,180996.1896,51.517725,-0.4565126
ML1440,Tolworth Rise (path access),Kingston upon Thames,03 Outer,05 Motor vehicle-free,1440,OUTCY447,520462.0494,166983.8906,51.389113,-0.27013387
ML1441,Thames Path (Richmond),Richmond upon Thames,03 Outer,05 Motor vehicle-free,1441,OUTCY448,517774.9758,174527.2414,51.457479,-0.30624211
ML1442,Glen Walk,Hounslow,03 Outer,05 Motor vehicle-free,1442,OUTCY449,515121.476,174643.2981,51.459067,-0.3443723
ML1443,Bushy Park Church Grove,Richmond upon Thames,03 Outer,05 Motor vehicle-free,1443,OUTCY450,517352.0948,169415.1247,51.411622,-0.31400555
ML1444,Thames Path (Lower Ham Road),Kingston upon Thames,03 Outer,05 Motor vehicle-free,1444,OUTCY451,517784.4823,170876.2464,51.424664,-0.30731182
ML1445,Thames Path (University of Greenwich),Greenwich,03 Outer,05 Motor vehicle-free,1445,CSHCY134,538400.13,177931.54,51.483406,-0.008213793
ML1446,Fairlop Fields,Redbridge,03 Outer,05 Motor vehicle-free,1446,QWPCY015,544535.32,190715.4,51.596743,0.085323285
ML1447,Valentines Park,Redbridge,03 Outer,05 Motor vehicle-free,1447,QWPCY021,543665.73,188100.13,51.573468,0.071702382
ML1448,A406 crossing,Redbridge,03 Outer,05 Motor vehicle-free,1448,QWPCY043,542349.17,187353.04,51.56709,0.05242321
ML1449,Wanstead Flats,Redbridge,03 Outer,05 Motor vehicle-free,1449,QWPCY065,540597.4,186177.67,51.556962,0.026692478
ML1450,East Village,Newham,03 Outer,05 Motor vehicle-free,1450,QWPCY067,538111.18,185280.99,51.549515,-0.00949605
ML1451,Gladstone Park,Brent,03 Outer,05 Motor vehicle-free,1451,QWPCY116,522641.94,185804.92,51.557795,-0.23230724
ML1452,Beckton Corridor,Newham,03 Outer,05 Motor vehicle-free,1452,OUTCY400,544569.6434,180986.8323,51.509315,0.081818344
ML1453,Blenheim Crescent,Kensington & Chelsea,02 Inner,04 Local Street,1453,CGRCY001,524537.43,181146.94,51.515519,-0.20661807
ML1454,Stanhope Gardens,Kensington & Chelsea,02 Inner,03 Minor Road,1454,CGRCY003,526466.26,178767.71,51.493711,-0.17968532
ML1455,Launceston Place,Kensington & Chelsea,02 Inner,04 Local Street,1455,CGRCY004,526084.35,179214.55,51.497813,-0.18502539
ML1456,Kensington Gardens (Palace Avenue entrance),Kensington & Chelsea,02 Inner,05 Motor vehicle-free,1456,CGRCY005,525841.19,179917.31,51.504185,-0.18827363
ML1457,Kensington Gardens (The Broad Walk - north),Westminster,02 Inner,05 Motor vehicle-free,1457,CGRCY007,525854.15,180574.73,51.510087,-0.18785218
ML1458,Porchester Gardens,Westminster,02 Inner,04 Local Street,1458,CGRCY008,525949.2,181003.02,51.513921,-0.18633087
ML1459,Penfold Street,Westminster,02 Inner,04 Local Street,1459,CGRCY010,526984.97,181995.2,51.522605,-0.17106644
ML1460,Old Marylebone Road,Westminster,02 Inner,01 A Road,1460,CGRCY011,527307.9,181584.25,51.518838,-0.16656168
ML1461,Star Street,Westminster,02 Inner,04 Local Street,1461,CGRCY012,527022.93,181405.67,51.517294,-0.17073148
ML1462,Dovehouse Street,Kensington & Chelsea,02 Inner,04 Local Street,1462,CGRCY014,526904.05,178412.94,51.490423,-0.17350702
ML1463,St. Leonard's Terrace,Kensington & Chelsea,02 Inner,04 Local Street,1463,CGRCY015,527732.85,178198.04,51.488313,-0.16166471
ML1464,Fitzhardinge Street,Westminster,01 Central,04 Local Street,1464,CGRCY018,528153.29,181338.24,51.516437,-0.15446472
ML1465,Wyndham Place,Westminster,01 Central,04 Local Street,1465,CGRCY019,527658.63,181597.73,51.518876,-0.16150093
ML1466,Upper Montague Street,Westminster,01 Central,04 Local Street,1466,CGRCY020,527751.81,181644.36,51.519278,-0.16014428
ML1467,Crawford Street (east),Westminster,01 Central,04 Local Street,1467,CGRCY022,527900.97,181737.34,51.52008,-0.15796424
ML1468,Harewood Avenue,Westminster,02 Inner,04 Local Street,1468,CGRCY023,527427.45,182069.83,51.52317,-0.16465789
ML1469,Balcombe Street,Westminster,02 Inner,04 Local Street,1469,CGRCY024,527604.54,182112.99,51.523517,-0.16209246
ML1470,Grand Union Canal (towpath west),Westminster,02 Inner,05 Motor vehicle-free,1470,CGRCY025,527274.4,182756.58,51.529378,-0.16661404
ML1471,Harley Street,Westminster,01 Central,03 Minor Road,1471,CGRCY031,528562.05,181959.56,51.521925,-0.14834723
ML1472,Harley Street (south),Westminster,01 Central,03 Minor Road,1472,CGRCY035,528708.76,181492.81,51.517694,-0.14641443
ML1473,Bruton Lane,Westminster,01 Central,03 Minor Road,1473,CGRCY037,528904.2,180696.14,51.510496,-0.14388201
ML1474,Queen's Walk,Westminster,01 Central,05 Motor vehicle-free,1474,CGRCY039,529261.38,179867.65,51.502965,-0.13904412
ML1475,Vauxhall Walk,Lambeth,01 Central,04 Local Street,1475,CGRCY041,530643.9,178538.32,51.490704,-0.1196358
ML1476,Black Prince Road (west of Lambeth Walk),Lambeth,01 Central,04 Local Street,1476,CGRCY042,530722.89,178636.3,51.491567,-0.1184623
ML1477,Marsham Street,Westminster,01 Central,02 B Road,1477,CGRCY043,529984.04,178805.79,51.493255,-0.12902421
ML1478,Horseferry Road (west of Tufton Street),Westminster,01 Central,02 B Road,1478,CGRCY044,530020.56,178983.83,51.494847,-0.12844043
ML1479,Newport Street,Lambeth,01 Central,04 Local Street,1479,CGRCY046,530771.05,178794.75,51.492975,-0.11769842
ML1480,Great Smith Street (south of Little Smith Street),Westminster,01 Central,02 B Road,1480,CGRCY047,529943.7,179244.67,51.49721,-0.12945297
ML1481,Whitcomb Street,Westminster,01 Central,04 Local Street,1481,CGRCY051,529778.12,180676.42,51.510117,-0.13130218
ML1482,Gordon Square,Camden,01 Central,03 Minor Road,1482,CGRCY052,529819.88,182190.02,51.523713,-0.13015458
ML1483,Endell Street,Westminster,01 Central,02 B Road,1483,CGRCY053,530274.83,181131.91,51.514092,-0.123991
ML1484,Whiston Road,Hackney,02 Inner,03 Minor Road,1484,CGRCY055,533882.56,183551.1,51.534996,-0.07110791
ML1485,Guilford Street,Camden,01 Central,02 B Road,1485,CGRCY060,530433.35,182139.19,51.523114,-0.12132823
ML1486,Judd Street,Camden,01 Central,02 B Road,1486,CGRCY065,530151.439,182677.799,51.528013,-0.12519206
ML1487,Howland Street,Camden,01 Central,03 Minor Road,1487,CGRCY068,529311.35,181935.36,51.521538,-0.13756633
ML1488,Maple Street,Camden,01 Central,04 Local Street,1488,CGRCY069,529285.19,182040.92,51.522488,-0.13790238
ML1489,Carburton Street,Westminster,01 Central,04 Local Street,1489,CGRCY070,528920.34,181982.94,51.52205,-0.14318165
ML1490,Tavistock Place,Camden,01 Central,04 Local Street,1490,CGRCY072,530090.34,182387.57,51.525421,-0.1261779
ML1491,Mornington Crescent,Camden,02 Inner,04 Local Street,1491,CGRCY074,529072,183259,51.533491,-0.14052451
ML1492,Delancy Street,Camden,02 Inner,01 A Road,1492,CGRCY075,528831,183578,51.536413,-0.14388049
ML1493,Royal College Street,Camden,02 Inner,01 A Road,1493,CGRCY076,529376.79,183863.36,51.538849,-0.13592239
ML1494,Pancras Road,Camden,02 Inner,01 A Road,1494,CGRCY077,529763.61,183400,51.5346,-0.13051593
ML1495,River Street,Islington,01 Central,04 Local Street,1495,CGRCY078,531235.23,182846.91,51.529281,-0.10951178
ML1496,Midland Road,Camden,02 Inner,01 A Road,1496,CGRCY083,529994.64,183054.72,51.531437,-0.12731498
ML1497,Mepham Street,Lambeth,01 Central,04 Local Street,1497,CGRCY084,531049,180021,51.503938,-0.11324098
ML1498,Cornwall Road (south),Lambeth,01 Central,04 Local Street,1498,CGRCY086,531300,179892,51.50272,-0.10967467
ML1499,Webber Street (west),Lambeth,01 Central,04 Local Street,1499,CGRCY087,531379.51,179795.09,51.50183,-0.10857323
ML1500,Baylis Road,Lambeth,01 Central,02 B Road,1500,CGRCY088,531229.42,179667.55,51.500715,-0.11078063
ML1501,Great Suffolk Street (south),Southwark,01 Central,04 Local Street,1501,CGRCY091,532158.34,179663.91,51.500462,-0.097405968
ML1502,Trinity Street,Southwark,01 Central,04 Local Street,1502,CGRCY092,532352.86,179555.42,51.499446,-0.09465317
ML1503,Great Suffolk Street (north),Southwark,01 Central,03 Minor Road,1503,CGRCY093,531861.09,180089.83,51.50436,-0.10152319
ML1504,Union Street,Southwark,01 Central,02 B Road,1504,CGRCY094,532148.97,180038.11,51.503835,-0.097409599
ML1505,Long Lane,City of London,01 Central,03 Minor Road,1505,CGRCY102,531995.79,181794.21,51.519651,-0.098955885
ML1506,Hoxton Street,Hackney,02 Inner,03 Minor Road,1506,CGRCY104,533177,183547,51.535127,-0.081267832
ML1507,Goldsmith's Row,Hackney,02 Inner,03 Minor Road,1507,CGRCY105,534382.41,183471.9,51.534158,-0.063933929
ML1508,Hackney Road,Hackney,02 Inner,01 A Road,1508,CGRCY106,533596.32,182832.11,51.528602,-0.075501418
ML1509,Old Street,Hackney,02 Inner,01 A Road,1509,CGRCY107,533159.6,182610.89,51.526711,-0.081881162
ML1510,Bath Street,Islington,01 Central,02 B Road,1510,CGRCY109,532534.37,182498.12,51.525851,-0.090927362
ML1511,Chiswell Street,Islington,01 Central,02 B Road,1511,CGRCY110,532672.98,181924.89,51.52066,-0.089155242
ML1512,Crutched Friars,City of London,01 Central,04 Local Street,1512,CGRCY114,533435.16,180891.37,51.511198,-0.07855525
ML1513,Tanner Street,Southwark,01 Central,04 Local Street,1513,CGRCY115,533357.93,179682.26,51.500352,-0.080135309
ML1514,Weston Street,Southwark,01 Central,04 Local Street,1514,CGRCY116,532985,179732,51.500889,-0.085472611
ML1515,Law Street / Rothsay Street,Southwark,01 Central,04 Local Street,1515,CGRCY117,532992.89,179337.69,51.497337,-0.085520579
ML1516,Graham Terrace,Westminster,02 Inner,04 Local Street,1516,CGRCY118,528220.12,178554.03,51.491402,-0.15451076
ML1517,Middlesex Street,City of London,01 Central,04 Local Street,1517,CGRCY119,533501.26,181574.47,51.51732,-0.077346319
ML1518,Horse Guards Road,Westminster,01 Central,04 Local Street,1518,CGRCY120,529949.48,179986.62,51.503877,-0.12909352
ML1519,Oakley Street,Kensington & Chelsea,02 Inner,02 B Road,1519,CGRCY121,527183.02,177975.77,51.486433,-0.16964788
ML1520,Blomfield Road,Westminster,02 Inner,03 Minor Road,1520,CGRCY122,526304.2,181984.51,51.522658,-0.18086646
ML1521,Westbourne Park Road,Westminster,02 Inner,03 Minor Road,1521,CGRCY125,525678.3,181443.94,51.517936,-0.19007744
ML1522,Kensington Gardens (Jubilee Greenway),Westminster,02 Inner,05 Motor vehicle-free,1522,CGRCY126,526754.79,179919.02,51.504,-0.17512555
ML1523,Sutton Street,Tower Hamlets,02 Inner,04 Local Street,1523,CGRCY127,535165.8049,181080.7954,51.512486,-0.053568423
ML1524,Jubille Street (2),Tower Hamlets,02 Inner,04 Local Street,1524,CGRCY128,535189.3693,181728.1201,51.518303,-0.052974478
ML1525,Black Church Lane,Tower Hamlets,02 Inner,04 Local Street,1525,CGRCY129,534236.7597,181001.1782,51.511997,-0.066977807
ML1526,Henriques Street,Tower Hamlets,02 Inner,04 Local Street,1526,CGRCY130,534332.1221,181248.3575,51.514194,-0.065501208
ML1527,Greenfield Road,Tower Hamlets,02 Inner,04 Local Street,1527,CGRCY131,534350.9538,181370.7224,51.515286,-0.065195508
ML1528,Jubilee Street (1),Tower Hamlets,02 Inner,03 Minor Road,1528,CGRCY133,535187.4647,181462.5661,51.515913,-0.05310522
ML1529,Roupell Street,Lambeth,01 Central,04 Local Street,1529,CGRCY134,531437.1739,180124.3692,51.504773,-0.10761561
ML1530,Barbly Road,Kensington & Chelsea,02 Inner,03 Minor Road,1530,CGRCY135,523646.9269,181985.9363,51.523255,-0.219158
